分類,配信内容,配信日,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,弾き語り配信,2021/04/07,MEMORIA,藍井エイル,https://youtu.be/VdbVaczlGx0?t=3941,TRUE,,
弾き語り,弾き語り配信,2021/04/07,残酷な天使のテーゼ,高橋洋子,https://youtu.be/VdbVaczlGx0?t=3726,TRUE,,
弾き語り,弾き語り配信,2021/04/15,風になる,つじあやの,https://youtu.be/N78m9WLdOVU?t=219,TRUE,,
弾き語り,弾き語り配信,2021/04/15,さよならのかわりに,レフティーモンスターP,https://youtu.be/N78m9WLdOVU?t=968,TRUE,,
弾き語り,弾き語り配信,2021/04/15,硝子の少年,KinKi Kids,https://youtu.be/N78m9WLdOVU?t=1489,TRUE,,
弾き語り,弾き語り配信,2021/04/15,ヴァンパイア,DECO*27,https://youtu.be/N78m9WLdOVU?t=1981,TRUE,,
弾き語り,弾き語り配信,2021/04/15,weeeek,NEWS,https://youtu.be/N78m9WLdOVU?t=2499,TRUE,,
弾き語り,弾き語り配信,2021/04/15,夜空ノムコウ,SMAP,https://youtu.be/N78m9WLdOVU?t=3269,TRUE,,
弾き語り,弾き語り配信,2021/04/15,カタオモイ,Aimer,https://youtu.be/N78m9WLdOVU?t=3656,TRUE,,
弾き語り,弾き語り配信,2021/04/15,なんでもないや,RADWIMPS,https://youtu.be/N78m9WLdOVU?t=4030,TRUE,,
弾き語り,弾き語り配信,2021/04/15,スパークル,RADWIMPS,https://youtu.be/N78m9WLdOVU?t=4464,TRUE,,
弾き語り,弾き語り配信,2021/04/15,Hello Goodbye＆Hello,熊木杏里,https://youtu.be/N78m9WLdOVU?t=4877,TRUE,,
弾き語り,弾き語り配信,2021/04/15,夏恋花火,40mP,https://youtu.be/N78m9WLdOVU?t=5924,TRUE,,
弾き語り,弾き語り配信,2021/04/15,キラメキ,wacci,https://youtu.be/N78m9WLdOVU?t=6461,TRUE,,
弾き語り,弾き語り配信,2021/04/15,ガーネット,奥華子,https://youtu.be/N78m9WLdOVU?t=6894,TRUE,,
弾き語り,公式番組,2021/05/25,Mela!,緑黄色社会,https://www.nicovideo.jp/watch/so38832436?from=2738,TRUE,,
弾き語り,公式番組,2021/05/25,PIECES OF A DREAM,CHEMISTRY,https://www.nicovideo.jp/watch/so38832436?from=3362,TRUE,不破湊,
弾き語り,その他配信,2021/05/26,Rain,秦基博,https://youtu.be/MO0lNB1sYCA?t=12879,TRUE,,
弾き語り,弾き語り配信,2021/05/29,アスノヨゾラ哨戒班,Orangestar,https://youtu.be/G4KfTN2SAHg?t=329,TRUE,,
弾き語り,弾き語り配信,2021/05/29,ホシアイ,レフティーモンスターＰ,https://youtu.be/G4KfTN2SAHg?t=588,TRUE,,
弾き語り,弾き語り配信,2021/05/29,ドライフラワー,優里,https://youtu.be/G4KfTN2SAHg?t=1118,TRUE,,
弾き語り,弾き語り配信,2021/05/29,夜に駆ける,YOASOBI,https://youtu.be/G4KfTN2SAHg?t=1382,TRUE,,
弾き語り,弾き語り配信,2021/05/29,小さきもの,林明日香,https://youtu.be/G4KfTN2SAHg?t=1630,TRUE,,
弾き語り,弾き語り配信,2021/05/29,空色デイズ,中川翔子,https://youtu.be/G4KfTN2SAHg?t=2322,TRUE,,
弾き語り,弾き語り配信,2021/05/29,太陽系デスコ,ナユタン星人,https://youtu.be/G4KfTN2SAHg?t=2836,TRUE,,
弾き語り,弾き語り配信,2021/05/29,夢灯籠,RADWIMPS,https://youtu.be/G4KfTN2SAHg?t=3200,TRUE,,
弾き語り,弾き語り配信,2021/05/29,ユメセカイ,戸松遥,https://youtu.be/G4KfTN2SAHg?t=3390,TRUE,,
弾き語り,弾き語り配信,2021/05/29,366日,HY,https://youtu.be/G4KfTN2SAHg?t=4071,TRUE,,
弾き語り,弾き語り配信,2021/06/01,気まぐれロマンティック,いきものがかり,https://youtu.be/D5HEEITkU4A?t=246,TRUE,,
弾き語り,弾き語り配信,2021/06/01,からくりピエロ,40mP,https://youtu.be/D5HEEITkU4A?t=770,TRUE,,
弾き語り,弾き語り配信,2021/06/01,シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://youtu.be/D5HEEITkU4A?t=1287,TRUE,,
弾き語り,弾き語り配信,2021/06/01,少年と魔法のロボット,40mP,https://youtu.be/D5HEEITkU4A?t=1704,TRUE,,
弾き語り,弾き語り配信,2021/06/01,少年とロボット,佐香智久,https://youtu.be/D5HEEITkU4A?t=2092,TRUE,,
弾き語り,弾き語り配信,2021/06/01,僕たちの行方,高橋瞳,https://youtu.be/D5HEEITkU4A?t=2469,TRUE,,
弾き語り,弾き語り配信,2021/06/01,泪のムコウ,ステレオポニー,https://youtu.be/D5HEEITkU4A?t=2688,TRUE,,
弾き語り,弾き語り配信,2021/06/01,栄光の架橋,ゆず,https://youtu.be/D5HEEITkU4A?t=3052,TRUE,,
弾き語り,弾き語り配信,2021/06/01,ヴァンパイア,DECO*27,https://youtu.be/D5HEEITkU4A?t=3418,TRUE,,
弾き語り,弾き語り配信,2021/06/01,夜もすがら君想ふ,TOKOTOKO(西沢さんP),https://youtu.be/D5HEEITkU4A?t=3753,TRUE,,
弾き語り,弾き語り配信,2021/06/01,First Love,宇多田ヒカル,https://youtu.be/D5HEEITkU4A?t=3877,TRUE,,
弾き語り,弾き語り配信,2021/06/01,らいおんハート,SMAP,https://youtu.be/D5HEEITkU4A?t=4307,TRUE,,
弾き語り,弾き語り配信,2021/06/01,"Hello, Worker",KEI,https://youtu.be/D5HEEITkU4A?t=4492,TRUE,,
弾き語り,弾き語り配信,2021/06/01,サマータイムレコード,じん,https://youtu.be/D5HEEITkU4A?t=4913,TRUE,,
弾き語り,弾き語り配信,2021/06/06,決意の朝に,Aqua Timez,https://youtu.be/p3jijEGwUmE?t=495,TRUE,,
弾き語り,弾き語り配信,2021/06/06,夜もすがら君想ふ,TOKOTOKO(西沢さんＰ),https://youtu.be/p3jijEGwUmE?t=1144,TRUE,,
弾き語り,弾き語り配信,2021/06/06,猫,DISH//,https://youtu.be/p3jijEGwUmE?t=1481,TRUE,,
弾き語り,弾き語り配信,2021/06/06,メルト,ryo(supercell),https://youtu.be/p3jijEGwUmE?t=1740,TRUE,,
弾き語り,弾き語り配信,2021/06/06,パンダーヒーロー,ハチ,https://youtu.be/p3jijEGwUmE?t=2391,TRUE,,
弾き語り,弾き語り配信,2021/06/06,シャカビーチ~Laka Laka La~,UVERworld,https://youtu.be/p3jijEGwUmE?t=3018,TRUE,,
弾き語り,弾き語り配信,2021/06/06,浮世CROSSING,UVERworld,https://youtu.be/p3jijEGwUmE?t=3106,TRUE,,
弾き語り,弾き語り配信,2021/06/06,1/2,川本真琴,https://youtu.be/p3jijEGwUmE?t=3369,TRUE,,
弾き語り,弾き語り配信,2021/06/06,そばかす,JUDY AND MARY,https://youtu.be/p3jijEGwUmE?t=3551,TRUE,,
弾き語り,弾き語り配信,2021/06/06,となりのトトロ,井上あずみ,https://youtu.be/p3jijEGwUmE?t=4529,TRUE,,
弾き語り,弾き語り配信,2021/06/06,もののけ姫,米良美一,https://youtu.be/p3jijEGwUmE?t=4949,TRUE,,
弾き語り,弾き語り配信,2021/06/06,しわ,buzzG,https://youtu.be/p3jijEGwUmE?t=5882,TRUE,,
弾き語り,弾き語り配信,2021/06/06,雨上がりのミライ,ミルキィホームズ,https://youtu.be/p3jijEGwUmE?t=6521,TRUE,,
弾き語り,弾き語り配信,2021/06/06,RAIN,SEKAI NO OWARI,https://youtu.be/p3jijEGwUmE?t=6771,TRUE,,
弾き語り,弾き語り配信,2021/06/11,カサブタ,千綿ヒデノリ,https://youtu.be/OUrpXddBfC4?t=296,TRUE,,
弾き語り,弾き語り配信,2021/06/11,シルシ,LiSA,https://youtu.be/OUrpXddBfC4?t=634,TRUE,,
弾き語り,弾き語り配信,2021/06/11,ニア,夏代孝明,https://youtu.be/OUrpXddBfC4?t=1032,TRUE,,
弾き語り,弾き語り配信,2021/06/11,夢地図,40mP,https://youtu.be/OUrpXddBfC4?t=1372,TRUE,,
弾き語り,弾き語り配信,2021/06/11,風になる,つじあやの,https://youtu.be/OUrpXddBfC4?t=1739,TRUE,,
弾き語り,弾き語り配信,2021/06/11,TSUNAMI,サザンオールスターズ,https://youtu.be/OUrpXddBfC4?t=2122,TRUE,,
弾き語り,弾き語り配信,2021/06/11,ヒバナ,DECO*27,https://youtu.be/OUrpXddBfC4?t=2739,TRUE,,
弾き語り,弾き語り配信,2021/06/11,夏の終わり、恋の始まり,すこっぷ,https://youtu.be/OUrpXddBfC4?t=3181,TRUE,,
弾き語り,弾き語り配信,2021/06/11,青と夏,Mrs.GREEN APPLE,https://youtu.be/OUrpXddBfC4?t=3554,TRUE,,
弾き語り,弾き語り配信,2021/06/11,涙そうそう,夏川りみ,https://youtu.be/OUrpXddBfC4?t=5388,TRUE,,
弾き語り,弾き語り配信,2021/06/11,ハナミズキ,一青窈,https://youtu.be/OUrpXddBfC4?t=5890,TRUE,,
弾き語り,弾き語り配信,2021/06/17,シル・ヴ・プレジデント,Ｐ丸様。,https://youtu.be/iFizd8Vl5gc?t=309,TRUE,,
弾き語り,弾き語り配信,2021/06/17,千の夜をこえて,Aqua Timez,https://youtu.be/iFizd8Vl5gc?t=673,TRUE,,
弾き語り,弾き語り配信,2021/06/17,神のまにまに,れるりり,https://youtu.be/iFizd8Vl5gc?t=1108,TRUE,,
弾き語り,弾き語り配信,2021/06/17,Crosswalk,鈴木みのり,https://youtu.be/iFizd8Vl5gc?t=1420,TRUE,,
弾き語り,弾き語り配信,2021/06/17,ダイアモンド クレバス,シェリル・ノーム starring May'n,https://youtu.be/iFizd8Vl5gc?t=2202,TRUE,,
弾き語り,弾き語り配信,2021/06/17,トライアングラー,坂本真綾,https://youtu.be/iFizd8Vl5gc?t=2529,TRUE,,
弾き語り,弾き語り配信,2021/06/17,君じゃなきゃダメみたい,オーイシマサヨシ,https://youtu.be/iFizd8Vl5gc?t=3085,TRUE,,
弾き語り,弾き語り配信,2021/06/17,かくしん的☆めたまるふぉ～ぜっ！,土間うまる(田中あいみ),https://youtu.be/iFizd8Vl5gc?t=3520,TRUE,,
弾き語り,弾き語り配信,2021/06/17,変わらないもの,奥華子,https://youtu.be/iFizd8Vl5gc?t=4114,TRUE,,
弾き語り,弾き語り配信,2021/06/17,君の知らない物語,supercell,https://youtu.be/iFizd8Vl5gc?t=4954,TRUE,,
弾き語り,弾き語り配信,2021/06/17,CHANGE THE WORLD,V6,https://youtu.be/iFizd8Vl5gc?t=5698,TRUE,,
弾き語り,弾き語り配信,2021/06/22,ユメヲカケル,スピカ,https://youtu.be/rjofX9BGbH4?t=327,TRUE,,
弾き語り,弾き語り配信,2021/06/22,1・2・3,After the Rain,https://youtu.be/rjofX9BGbH4?t=827,TRUE,,
弾き語り,弾き語り配信,2021/06/22,完全感覚Dreamer,ONE OK ROCK,https://youtu.be/rjofX9BGbH4?t=1638,TRUE,,
弾き語り,弾き語り配信,2021/06/22,Mela!,緑黄色社会,https://youtu.be/rjofX9BGbH4?t=2124,TRUE,,
弾き語り,弾き語り配信,2021/06/22,いけないボーダーライン,ワルキューレ,https://youtu.be/rjofX9BGbH4?t=2458,TRUE,,
弾き語り,弾き語り配信,2021/06/22,ルンがピカッと光ったら,ワルキューレ,https://youtu.be/rjofX9BGbH4?t=2781,TRUE,,
弾き語り,弾き語り配信,2021/06/22,如月アテンション,じん,https://youtu.be/rjofX9BGbH4?t=3157,TRUE,,
弾き語り,弾き語り配信,2021/06/22,少年ブレイヴ,じん,https://youtu.be/rjofX9BGbH4?t=3607,TRUE,,
弾き語り,弾き語り配信,2021/06/22,病名恋ワズライ,HoneyWorks,https://youtu.be/rjofX9BGbH4?t=4053,TRUE,,
弾き語り,弾き語り配信,2021/06/22,テレカクシ思春期,HoneyWorks,https://youtu.be/rjofX9BGbH4?t=4395,TRUE,,
弾き語り,弾き語り配信,2021/06/22,ワールドランンプシェード,buzzG,https://youtu.be/rjofX9BGbH4?t=4596,TRUE,,
弾き語り,弾き語り配信,2021/06/22,星の唄,buzzG,https://youtu.be/rjofX9BGbH4?t=5033,TRUE,,
弾き語り,弾き語り配信,2021/06/28,Real Face,KAT-TUN,https://youtu.be/Y6390wVQL8E?t=388,TRUE,,
弾き語り,弾き語り配信,2021/06/28,シンデレラ・クリスマス,KinKi Kids,https://youtu.be/Y6390wVQL8E?t=856,TRUE,,
弾き語り,弾き語り配信,2021/06/28,もう恋なんてしない,槇原敬之,https://youtu.be/Y6390wVQL8E?t=1266,TRUE,,
弾き語り,弾き語り配信,2021/06/28,Love so sweet,嵐,https://youtu.be/Y6390wVQL8E?t=1618,TRUE,,
弾き語り,弾き語り配信,2021/06/28,カブトムシ,aiko,https://youtu.be/Y6390wVQL8E?t=1808,TRUE,,
弾き語り,弾き語り配信,2021/06/28,マリーゴールド,あいみょん,https://youtu.be/Y6390wVQL8E?t=2226,TRUE,,
弾き語り,弾き語り配信,2021/06/28,世界は恋に落ちている,CHiCO with HoneyWorks,https://youtu.be/Y6390wVQL8E?t=2963,TRUE,,
弾き語り,弾き語り配信,2021/06/28,君に届け,flumpool,https://youtu.be/Y6390wVQL8E?t=3415,TRUE,,
弾き語り,弾き語り配信,2021/07/02,夏恋花火,40ｍP,https://youtu.be/yTu9dpQmPkQ?t=501,TRUE,,
弾き語り,弾き語り配信,2021/07/02,永遠花火,謝謝P,https://youtu.be/yTu9dpQmPkQ?t=986,TRUE,,
弾き語り,弾き語り配信,2021/07/02,少年時代,井上陽水,https://youtu.be/yTu9dpQmPkQ?t=1424,TRUE,,
弾き語り,弾き語り配信,2021/07/02,secret base～君がくれたもの～,ZONE,https://youtu.be/yTu9dpQmPkQ?t=1810,TRUE,,
弾き語り,弾き語り配信,2021/07/02,天体観測,BUMP OF CHICKEN,https://youtu.be/yTu9dpQmPkQ?t=2261,TRUE,,
弾き語り,弾き語り配信,2021/07/02,フタリボシ,40mP,https://youtu.be/yTu9dpQmPkQ?t=2665,TRUE,,
弾き語り,弾き語り配信,2021/07/02,青と夏,Mrs.GREEN APPLE,https://youtu.be/yTu9dpQmPkQ?t=3043,TRUE,,
弾き語り,弾き語り配信,2021/07/02,うたかた花火,supercell,https://youtu.be/yTu9dpQmPkQ?t=3679,TRUE,,
弾き語り,弾き語り配信,2021/07/02,東京サマーセッション,HoneyWorks,https://youtu.be/yTu9dpQmPkQ?t=4880,TRUE,,
弾き語り,弾き語り配信,2021/07/02,真夏の果実,サザンオールスターズ,https://youtu.be/yTu9dpQmPkQ?t=5519,TRUE,,
弾き語り,弾き語り配信,2021/07/08,アイマイモコ,水瀬いのり,https://youtu.be/hvGyfRHgD2A?t=265,TRUE,,
弾き語り,弾き語り配信,2021/07/08,366日,HY,https://youtu.be/hvGyfRHgD2A?t=611,TRUE,,
弾き語り,弾き語り配信,2021/07/08,白日,King Gnu,https://youtu.be/hvGyfRHgD2A?t=1019,TRUE,,
弾き語り,弾き語り配信,2021/07/08,夕景イエスタデイ,じん,https://youtu.be/hvGyfRHgD2A?t=1495,TRUE,,
弾き語り,弾き語り配信,2021/07/08,U＆I,放課後ティータイム,https://youtu.be/hvGyfRHgD2A?t=2117,TRUE,,
弾き語り,弾き語り配信,2021/07/08,Sincerely,TRUE,https://youtu.be/hvGyfRHgD2A?t=2579,TRUE,,
弾き語り,弾き語り配信,2021/07/08,風が吹く街,ラックライフ,https://youtu.be/hvGyfRHgD2A?t=3197,TRUE,,
弾き語り,弾き語り配信,2021/07/08,サニーデイ,ラックライフ,https://youtu.be/hvGyfRHgD2A?t=3451,TRUE,,
弾き語り,弾き語り配信,2021/07/08,ピエロ,KEI,https://youtu.be/hvGyfRHgD2A?t=3649,TRUE,,
弾き語り,弾き語り配信,2021/07/14,プライド革命,CHiCO with HoneyWorks,https://youtu.be/JZD0e9wwy0M?t=376,TRUE,,
弾き語り,弾き語り配信,2021/07/14,1・2・3,After the Rain,https://youtu.be/JZD0e9wwy0M?t=717,TRUE,,
弾き語り,弾き語り配信,2021/07/14,光るなら,Goose house,https://youtu.be/JZD0e9wwy0M?t=1201,TRUE,,
弾き語り,弾き語り配信,2021/07/14,プラネタリウムの真実,夏代孝明,https://youtu.be/JZD0e9wwy0M?t=1639,TRUE,,
弾き語り,弾き語り配信,2021/07/14,StaRt,Mrs.GREEN APLLE,https://youtu.be/JZD0e9wwy0M?t=2060,TRUE,,
弾き語り,弾き語り配信,2021/07/14,Believe,Folder5,https://youtu.be/JZD0e9wwy0M?t=2501,TRUE,,
弾き語り,弾き語り配信,2021/07/14,バトルフロンティア,高屋亜希那,https://youtu.be/JZD0e9wwy0M?t=2795,TRUE,,
弾き語り,弾き語り配信,2021/07/14,太陽の楽園～Promised Land～,神戸みゆき,https://youtu.be/JZD0e9wwy0M?t=3394,TRUE,,
弾き語り,弾き語り配信,2021/07/14,V.I.P,シド,https://youtu.be/JZD0e9wwy0M?t=3982,TRUE,,
弾き語り,弾き語り配信,2021/07/14,モノクロのキス,シド,https://youtu.be/JZD0e9wwy0M?t=4574,TRUE,,
弾き語り,弾き語り配信,2021/07/14,炎,LiSA,https://youtu.be/JZD0e9wwy0M?t=4939,TRUE,,
弾き語り,弾き語り配信,2021/07/14,道しるべ,夏川りみ,https://youtu.be/JZD0e9wwy0M?t=5746,TRUE,,
弾き語り,弾き語り配信,2021/07/14,さよならのかわりに,レフティーモンスターP,https://youtu.be/JZD0e9wwy0M?t=6158,TRUE,,
弾き語り,弾き語り配信,2021/07/20,MANKAI☆開花宣言,A3ders!,https://youtu.be/Xo3JvgDW9fU?t=391,TRUE,,
弾き語り,弾き語り配信,2021/07/20,在るべき形,UVERworld,https://youtu.be/Xo3JvgDW9fU?t=748,TRUE,,
弾き語り,弾き語り配信,2021/07/20,一滴の影響,UVERworld,https://youtu.be/Xo3JvgDW9fU?t=1170,TRUE,,
弾き語り,弾き語り配信,2021/07/20,115万キロのフィルム,Official髭男dism,https://youtu.be/Xo3JvgDW9fU?t=1597,TRUE,,
弾き語り,弾き語り配信,2021/07/20,廻廻奇譚,Eve,https://youtu.be/Xo3JvgDW9fU?t=2031,TRUE,,
弾き語り,弾き語り配信,2021/07/20,ガーネット,奥華子,https://youtu.be/Xo3JvgDW9fU?t=2953,TRUE,,
弾き語り,弾き語り配信,2021/07/29,ボクノート,スキマスイッチ,https://youtu.be/Mg0Sq5H_e30?t=302,TRUE,,
弾き語り,弾き語り配信,2021/07/29,瞬き,back number,https://youtu.be/Mg0Sq5H_e30?t=802,TRUE,,
弾き語り,弾き語り配信,2021/07/29,ソラニン,ASIAN KUNG-FU GENERATION,https://youtu.be/Mg0Sq5H_e30?t=1240,TRUE,,
弾き語り,弾き語り配信,2021/07/29,スパークル,RADWIMPS,https://youtu.be/Mg0Sq5H_e30?t=1578,TRUE,,
弾き語り,弾き語り配信,2021/07/29,夢灯籠,RADWIMPS,https://youtu.be/Mg0Sq5H_e30?t=2139,TRUE,,
弾き語り,弾き語り配信,2021/07/29,アムリタ,牧野由依,https://youtu.be/Mg0Sq5H_e30?t=2467,TRUE,,
弾き語り,弾き語り配信,2021/07/29,風待ちジェット,坂本真綾,https://youtu.be/Mg0Sq5H_e30?t=2729,TRUE,,
弾き語り,弾き語り配信,2021/07/29,ひとりぼっちじゃない,coba＆宮沢和史,https://youtu.be/Mg0Sq5H_e30?t=3034,TRUE,,
弾き語り,弾き語り配信,2021/07/29,Home Sweet Home,YUKI,https://youtu.be/Mg0Sq5H_e30?t=2968,TRUE,,
弾き語り,弾き語り配信,2021/07/29,決意の朝に,Aqua Timez,https://youtu.be/Mg0Sq5H_e30?t=3717,TRUE,,
弾き語り,弾き語り配信,2021/07/29,らしさ,SUPER BEAVER,https://youtu.be/Mg0Sq5H_e30?t=4084,TRUE,,
弾き語り,弾き語り配信,2021/07/29,インフェルノ,Mrs. GREEN APPLE,https://youtu.be/Mg0Sq5H_e30?t=4468,TRUE,,
弾き語り,弾き語り配信,2021/07/29,花に亡霊,ヨルシカ,https://youtu.be/Mg0Sq5H_e30?t=5078,TRUE,,
弾き語り,弾き語り配信,2021/07/29,別の人の彼女になったよ,wacci,https://youtu.be/Mg0Sq5H_e30?t=5696,TRUE,,
弾き語り,弾き語り配信,2021/07/29,ドライフラワー,優里,https://youtu.be/Mg0Sq5H_e30?t=5890,TRUE,,
弾き語り,弾き語り配信,2021/08/04,ユメヲカケル！,スピカ,https://youtu.be/EnYlddYmrtU?t=352,TRUE,,
弾き語り,弾き語り配信,2021/08/04,幽霊屋敷の首吊り少女,トーマ,https://youtu.be/EnYlddYmrtU?t=551,TRUE,,
弾き語り,弾き語り配信,2021/08/04,バビロン,トーマ,https://youtu.be/EnYlddYmrtU?t=894,TRUE,,
弾き語り,弾き語り配信,2021/08/04,九龍レトロ,トーマ,https://youtu.be/EnYlddYmrtU?t=958,TRUE,,
弾き語り,弾き語り配信,2021/08/04,エンヴィキャットウォーク,トーマ,https://youtu.be/EnYlddYmrtU?t=1098,TRUE,,
弾き語り,弾き語り配信,2021/08/04,シル・ヴ・プレジデント,Ｐ丸様。,https://youtu.be/EnYlddYmrtU?t=1427,TRUE,,
弾き語り,弾き語り配信,2021/08/04,secret base ～君がくれたもの～,ZONE,https://youtu.be/EnYlddYmrtU?t=1765,TRUE,,
弾き語り,弾き語り配信,2021/08/04,青と夏,Mrs.GREEN APPLE,https://youtu.be/EnYlddYmrtU?t=2212,TRUE,,
弾き語り,弾き語り配信,2021/08/04,地球最後の告白を,kemu,https://youtu.be/EnYlddYmrtU?t=2682,TRUE,,
弾き語り,弾き語り配信,2021/08/04,アヤノの幸福理論,じん,https://youtu.be/EnYlddYmrtU?t=3199,TRUE,,
弾き語り,弾き語り配信,2021/08/04,想像フォレスト,じん,https://youtu.be/EnYlddYmrtU?t=3420,TRUE,,
弾き語り,弾き語り配信,2021/08/04,グランドエスケープ,RADWIMPS,https://youtu.be/EnYlddYmrtU?t=3831,TRUE,,
弾き語り,弾き語り配信,2021/08/04,君の知らない物語,supercell,https://youtu.be/EnYlddYmrtU?t4061,TRUE,,
弾き語り,弾き語り配信,2021/08/04,オリオンをなぞる,UNISON SQUARE GARDEN,https://youtu.be/EnYlddYmrtU?t=5222,TRUE,,
弾き語り,弾き語り配信,2021/08/04,Pretender,Official髭男dism,https://youtu.be/EnYlddYmrtU?t=5687,TRUE,,
弾き語り,弾き語り配信,2021/08/13,真夏の果実,サザンオールスターズ,https://youtu.be/SVhb7eXA2lM?t=239,TRUE,,
弾き語り,弾き語り配信,2021/08/13,メリッサ,ポルノグラフィティ,https://youtu.be/SVhb7eXA2lM?t=675,TRUE,,
弾き語り,弾き語り配信,2021/08/13,瞳をとじて,平井堅,https://youtu.be/SVhb7eXA2lM?t=1218.,TRUE,,
弾き語り,弾き語り配信,2021/08/13,SHAMROCK,UVERworld,https://youtu.be/SVhb7eXA2lM?t=1656,TRUE,,
弾き語り,弾き語り配信,2021/08/13,Love so sweet,嵐,https://youtu.be/SVhb7eXA2lM?t=2030,TRUE,,
弾き語り,弾き語り配信,2021/08/13,カワキヲアメク,美波,https://youtu.be/SVhb7eXA2lM?t=2722,TRUE,,
弾き語り,弾き語り配信,2021/08/13,フリージア,Uru,https://youtu.be/SVhb7eXA2lM?t=3263,TRUE,,
弾き語り,弾き語り配信,2021/08/13,GALLOWS BELL,BuzzG,https://youtu.be/SVhb7eXA2lM?t=3793,TRUE,,
弾き語り,弾き語り配信,2021/08/13,ふわふわ時間,放課後ティータイム(桜高軽音部),https://youtu.be/SVhb7eXA2lM?t=4133,TRUE,,
弾き語り,弾き語り配信,2021/08/13,わたしの恋はホッチキス,放課後ティータイム,https://youtu.be/SVhb7eXA2lM?t=4664,TRUE,,
弾き語り,弾き語り配信,2021/08/13,ときめきシュガー,放課後ティータイム,https://youtu.be/SVhb7eXA2lM?t=4996,TRUE,,
弾き語り,弾き語り配信,2021/08/13,君恋カレンダー,佐香智久,https://youtu.be/SVhb7eXA2lM?t=5244,TRUE,,
弾き語り,弾き語り配信,2021/08/13,もののけ姫,米良美一,https://youtu.be/SVhb7eXA2lM?t=5746,TRUE,,
弾き語り,弾き語り配信,2021/08/13,いつも何度でも,木村弓,https://youtu.be/SVhb7eXA2lM?t=6055,TRUE,,
弾き語り,弾き語り配信,2021/08/13,崖の上のポニョ,藤岡藤巻と大橋のぞみ,https://youtu.be/SVhb7eXA2lM?t=6533,TRUE,,
弾き語り,弾き語り配信,2021/08/13,ホシアイ,レフティーモンスターP,https://youtu.be/SVhb7eXA2lM?t=6890,TRUE,,
弾き語り,弾き語り配信,2021/08/19,Rolling star,YUI,https://youtu.be/xL3SnsjRY1c?t=849,TRUE,,
弾き語り,弾き語り配信,2021/08/19,変わらないもの,奥華子,https://youtu.be/xL3SnsjRY1c?t=1180,TRUE,,
弾き語り,弾き語り配信,2021/08/19,Mela!,緑黄色社会,https://youtu.be/xL3SnsjRY1c?t=1567,TRUE,,
弾き語り,弾き語り配信,2021/08/19,猫,DISH//,https://youtu.be/xL3SnsjRY1c?t=1938,TRUE,,
弾き語り,弾き語り配信,2021/08/19,ユメヲカケル!,スピカ,https://youtu.be/xL3SnsjRY1c?t=2456,TRUE,,
弾き語り,弾き語り配信,2021/08/19,Booo!,TOKOTOKO(西沢さんP),https://youtu.be/xL3SnsjRY1c?t=2614,TRUE,,
弾き語り,弾き語り配信,2021/08/19,らいおんハート,SMAP,https://youtu.be/xL3SnsjRY1c?t=2804,TRUE,,
弾き語り,弾き語り配信,2021/08/19,Virtual to LIVE,にじさんじ,https://youtu.be/xL3SnsjRY1c?t=3398,TRUE,,
弾き語り,弾き語り配信,2021/08/19,ピエロ,KEI,https://youtu.be/xL3SnsjRY1c?t=3754,TRUE,,
弾き語り,弾き語り配信,2021/08/25,アスノヨゾラ哨戒班,Orangestar,https://youtu.be/kST4_sPPQxc?t=466,TRUE,,
弾き語り,弾き語り配信,2021/08/25,アンパンマンのマーチ,ドリーミング,https://youtu.be/kST4_sPPQxc?t=789,TRUE,,
弾き語り,弾き語り配信,2021/08/25,タッチ,岩崎良美,https://youtu.be/kST4_sPPQxc?t=1005,TRUE,,
弾き語り,弾き語り配信,2021/08/25,アイのシナリオ,CHiCO with HoneyWorks,https://youtu.be/kST4_sPPQxc?t=1271,TRUE,,
弾き語り,弾き語り配信,2021/08/25,前前前世,RADWIMPS,https://youtu.be/kST4_sPPQxc?t=1761,TRUE,,
弾き語り,弾き語り配信,2021/08/25,キラメキ,wacci,https://youtu.be/kST4_sPPQxc?t=2146,TRUE,,
弾き語り,弾き語り配信,2021/08/25,小さきもの,林明日香,https://youtu.be/kST4_sPPQxc?t=2634,TRUE,,
弾き語り,弾き語り配信,2021/08/25,小夜子,みきとＰ,https://youtu.be/kST4_sPPQxc?t=3096,TRUE,,
弾き語り,弾き語り配信,2021/08/25,COLORS,FLOW,https://youtu.be/kST4_sPPQxc?t=3481,TRUE,,
弾き語り,弾き語り配信,2021/08/25,チューリングラブ,ナナヲアカリ,https://youtu.be/kST4_sPPQxc?t=4989,TRUE,,
弾き語り,弾き語り配信,2021/08/25,Departures ～あなたにおくるアイの歌～,EGOIST,https://youtu.be/kST4_sPPQxc?t=5525,TRUE,,
弾き語り,弾き語り配信,2021/08/28,irony,ClariS,https://youtu.be/4njKfDo8efA?t=517,TRUE,,
弾き語り,弾き語り配信,2021/08/28,夏の終わり、恋の始まり,すこっぷ,https://youtu.be/4njKfDo8efA?t=992,TRUE,,
弾き語り,弾き語り配信,2021/08/28,フタリボシ,40mP,https://youtu.be/4njKfDo8efA?t=1316,TRUE,,
弾き語り,弾き語り配信,2021/08/28,恋愛裁判,40mP,https://youtu.be/4njKfDo8efA?t=1674,TRUE,,
